743
"028008","LOCKHART RIVER ","YLHR",-12.7850,143.3047,   19,"94186","QLD"
"029038","KOWANYAMA AP   ","YKOW",-15.4818,141.7483,   10,"94268","QLD"
"029058","JULIA CREEK AP ","YJLC",-20.6672,141.7214,  123,"94337","QLD"
"029063","NORMANTON AP   ","YNTN",-17.6872,141.0733,   18,"94266","QLD"
"029077","BURKETOWN AP   ","YBKT",-17.7483,139.5356,    6,"94260","QLD"
"029127","MT ISA         ","YBMA",-20.6778,139.4875,  340,"94332","QLD"
"029139","SWEERS IS      ","AAAA",-17.1142,139.5981,    4,"94257","QLD"
"029141","CLONCURRY AP   ","YCCY",-20.6664,140.5050,  186,"94335","QLD"
"029167","CENTURY MINE   ","YCNY",-18.7569,138.7056,  127,"94261","QLD"
"029181","JULIUS DAM     ","JULD",-20.1167,139.7256,  237,"94348","QLD"
"029182","MORNINGTON ISLA","YMTI",-16.6620,139.1655,    9,"94254","QLD"
"030022","HUGHENDEN AP   ","YHUG",-20.8192,144.2333,  316,"94343","QLD"
"030045","RICHMOND       ","AAAA",-20.7289,143.1425,  211,"94340","QLD"
"030124","GEORGETOWN AIRP","YGTN",-18.3039,143.5306,  302,"94274","QLD"
"030161","RICHMOND AP    ","YRMD",-20.7017,143.1167,  206,"94341","QLD"
"031011","CAIRNS AP      ","YBCS",-16.8736,145.7458,    2,"94287","QLD"
"031037","LOW ISLES      ","LWI ",-16.3842,145.5592,    3,"94285","QLD"
"031108","WALKAMIN DPI   ","AAAA",-17.1347,145.4281,  594,"95284","QLD"
"031209","COOKTOWN AP    ","YCKN",-15.4461,145.1861,    5,"95283","QLD"
"031210","MAREEBA AP     ","YMBA",-17.0672,145.4283,  472,"95286","QLD"
"031213","CAPE FLATTERY  ","YCFL",-14.9672,145.3106,   19,"94188","QLD"
"031222","CAIRNS RACECOUR","CCRN",-16.9463,145.7474,    4,"94288","QLD"
"032004","CARDWELL       ","AAAA",-18.2544,146.0192,    5,"94292","QLD"
"032025","INNISFAIL      ","AAAA",-17.5249,146.0345,   10,"94291","QLD"
"032037","SOUTH JOHNSTONE","SJTN",-17.6053,145.9972,   18,"95292","QLD"
"032040","TOWNSVILLE     ","YBTL",-19.2483,146.7661,    4,"94294","QLD"
"032078","INGHAM         ","AAAA",-18.6494,146.1769,   12,"95291","QLD"
"032141","LUCINDA        ","YLDA",-18.5203,146.3861,   10,"94295","QLD"
"032182","CAPE FERGUSON N","CAPE",-19.2774,147.0586,    0,"94297","QLD"
"033002","AYR DPI        ","AYR ",-19.6169,147.3758,   17,"95295","QLD"
